City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
180,Marrakesh,MA,31.6315,-8.0083,62.67,36,20,6.91,few clouds,2022-02-05 00:01:11
181,Filadelfia,US,39.9523,-75.1638,35.49,91,100,4.0,light rain,2022-02-05 00:06:42
182,Ilulissat,GL,69.2167,-51.1,12.22,62,40,16.11,light snow,2022-02-05 00:10:17
183,Maragogi,BR,-9.0122,-35.2225,78.82,76,36,7.81,scattered clouds,2022-02-05 00:11:18
184,Lazaro Cardenas,MX,17.9583,-102.2,77.77,65,8,5.37,clear sky,2022-02-05 00:11:18
185,Lagoa,PT,39.05,-27.9833,57.96,81,64,21.07,broken clouds,2022-02-05 00:11:18
186,Pirai Do Sul,BR,-24.5261,-49.9486,66.04,99,98,3.31,overcast clouds,2022-02-05 00:11:19
187,Abu Zabad,SD,12.35,29.25,62.67,17,88,16.62,overcast clouds,2022-02-05 00:11:19
188,Bahia Honda,CU,22.9036,-83.1592,74.66,82,19,5.5,few clouds,2022-02-05 00:11:19
189,Lubango,AO,-14.9172,13.4925,60.1,52,59,3.29,broken clouds,2022-02-05 00:11:20
190,Cape Town,ZA,-33.9258,18.4232,65.08,58,1,8.01,clear sky,2022-02-05 00:02:08
191,Milas,TR,37.3164,27.7839,38.55,60,0,3.44,clear sky,2022-02-05 00:11:20
192,San Rafael Del Sur,NI,11.8485,-86.4384,86.07,40,6,11.61,clear sky,2022-02-05 00:11:21
193,Manokwari,ID,-0.8667,134.0833,81.63,71,100,6.02,overcast clouds,2022-02-05 00:11:21
194,Alyangula,AU,-13.8483,136.4192,78.67,94,100,3.44,light rain,2022-02-05 00:11:21
195,Codrington,AU,-38.2667,141.9667,68.41,55,82,13.73,broken clouds,2022-02-05 00:09:21
196,Champerico,GT,14.3,-91.9167,88.34,65,7,9.95,clear sky,2022-02-05 00:11:22
197,Beitbridge,ZW,-22.2167,30.0,74.93,78,54,21.94,broken clouds,2022-02-05 00:11:22
198,Banda Aceh,ID,5.5577,95.3222,77.61,82,94,9.26,light rain,2022-02-05 00:11:22
199,Namibe,AO,-15.1961,12.1522,71.42,72,68,7.05,broken clouds,2022-02-05 00:11:23
200,Savelugu,GH,9.6244,-0.8253,76.84,13,2,7.31,clear sky,2022-02-05 00:11:23
201,Severo-Kurilsk,RU,50.6789,156.125,30.7,89,96,7.52,light snow,2022-02-05 00:08:58
202,Kamenka,RU,51.3223,42.7678,11.34,98,94,6.82,overcast clouds,2022-02-05 00:11:24
203,Panaba,MX,21.2833,-88.2667,76.62,76,35,12.71,scattered clouds,2022-02-05 00:11:24
204,Bajil,YE,15.0584,43.2851,75.85,72,9,6.38,clear sky,2022-02-05 00:11:24
205,Valparaiso,CL,-33.0393,-71.6273,63.82,84,1,7.99,clear sky,2022-02-05 00:11:25
206,Tucuman,AR,-26.8241,-65.2226,66.2,100,100,8.05,thunderstorm,2022-02-05 00:11:25
207,Meulaboh,ID,4.1363,96.1285,74.52,89,100,4.38,overcast clouds,2022-02-05 00:11:25
208,Weiser,US,44.251,-116.9693,38.48,74,99,3.0,overcast clouds,2022-02-05 00:10:39
209,Pantai Remis,MY,4.4557,100.6288,75.06,87,37,4.03,scattered clouds,2022-02-05 00:11:26
210,Floro,NO,61.5996,5.0328,37.36,65,100,27.63,overcast clouds,2022-02-05 00:11:26
211,Fairbanks,US,64.8378,-147.7164,7.09,62,75,5.75,broken clouds,2022-02-05 00:11:26
212,Kitami,JP,43.8031,143.8908,16.12,81,69,2.98,broken clouds,2022-02-05 00:11:27
213,Tual,ID,-5.6667,132.75,83.73,77,100,15.82,overcast clouds,2022-02-05 00:06:44
214,Coquimbo,CL,-29.9533,-71.3436,66.09,79,1,4.47,clear sky,2022-02-05 00:09:55
215,Yinchuan,CN,38.4681,106.2731,18.0,35,100,7.92,overcast clouds,2022-02-05 00:11:27
216,Arandis,NA,-22.4167,14.9667,59.47,67,97,4.74,overcast clouds,2022-02-05 00:11:28
217,Svay Rieng,KH,11.0879,105.7993,73.96,72,66,4.94,broken clouds,2022-02-05 00:11:28
218,Tarnogskiy Gorodok,RU,60.4997,43.5761,-8.95,100,95,1.74,overcast clouds,2022-02-05 00:11:28
219,Goderich,CA,43.7501,-81.7165,15.91,92,100,7.99,overcast clouds,2022-02-05 00:11:29
220,Abu Samrah,SY,35.3029,37.1841,43.54,92,77,6.24,broken clouds,2022-02-05 00:08:09
221,Waipawa,NZ,-41.4122,175.5153,57.45,94,100,10.0,light rain,2022-02-05 00:11:29
222,Petropavlovka,RU,50.6114,105.3196,0.84,92,99,4.21,overcast clouds,2022-02-05 00:11:30
223,Buala,SB,-8.145,159.5921,83.37,81,100,7.81,light rain,2022-02-05 00:11:30
224,Lodja,CD,-3.4833,23.4333,68.56,92,99,2.33,overcast clouds,2022-02-05 00:11:30
225,Batemans Bay,AU,-35.7167,150.1833,70.2,76,93,10.63,overcast clouds,2022-02-05 00:09:56
226,Lavumisa,SZ,-27.31,31.892,69.19,97,100,6.26,light rain,2022-02-05 00:11:31
227,Ponta Delgada,PT,37.7333,-25.6667,61.5,72,20,9.22,few clouds,2022-02-05 00:12:31
228,Estelle,US,29.8458,-90.1067,39.99,80,100,7.0,overcast clouds,2022-02-05 00:12:31
229,Saint George,US,37.1041,-113.5841,54.07,22,0,3.44,clear sky,2022-02-05 00:09:12
230,Kurchum,KZ,48.5722,83.6542,-13.36,91,11,1.39,few clouds,2022-02-05 00:12:32
231,Tevriz,RU,57.509,72.4042,21.06,89,100,6.22,overcast clouds,2022-02-05 00:12:32
232,Bethel,US,41.3712,-73.414,32.52,86,100,5.75,light snow,2022-02-05 00:12:32
233,Calamar,CO,10.2511,-74.9146,81.86,64,22,10.96,few clouds,2022-02-05 00:12:33
234,Vila Velha,BR,-20.3297,-40.2925,78.75,91,75,1.99,broken clouds,2022-02-05 00:12:33
235,Seoul,KR,37.5683,126.9778,20.71,40,1,8.43,clear sky,2022-02-05 00:12:33
236,College,US,64.8569,-147.8028,6.8,62,75,5.75,broken clouds,2022-02-05 00:12:29
237,Avera,US,33.194,-82.5271,58.51,87,100,12.26,overcast clouds,2022-02-05 00:12:34
238,Saint-Pierre,RE,-21.3393,55.4781,80.24,83,75,3.44,broken clouds,2022-02-05 00:12:34
239,Hailey,US,43.5196,-114.3153,27.9,73,94,1.1,overcast clouds,2022-02-05 00:10:30
240,Antofagasta,CL,-23.65,-70.4,73.22,58,5,8.75,clear sky,2022-02-05 00:09:13
241,Sioux Lookout,CA,50.1001,-91.917,-14.39,100,87,2.89,overcast clouds,2022-02-05 00:12:35
242,Chuguyevka,RU,44.1653,133.8633,-1.14,94,100,4.38,overcast clouds,2022-02-05 00:12:35
243,Gloucester,GB,51.8657,-2.2431,41.18,79,29,4.0,scattered clouds,2022-02-05 00:12:35
244,Dicabisagan,PH,17.0818,122.4157,74.79,84,98,9.28,overcast clouds,2022-02-05 00:12:36
245,Kaifeng,CN,34.7911,114.3483,28.76,38,5,4.0,clear sky,2022-02-05 00:12:36
246,Cockburn Town,TC,21.4612,-71.1419,75.99,75,0,18.05,clear sky,2022-02-05 00:12:36
247,Dukstas,LT,55.5333,26.3333,25.32,95,100,12.46,light snow,2022-02-05 00:12:37
248,Ojinaga,MX,29.5667,-104.4167,47.57,36,0,5.75,clear sky,2022-02-05 00:12:37
249,Mehamn,NO,71.0357,27.8492,20.66,90,100,31.05,light snow,2022-02-05 00:12:37
250,Genhe,CN,50.7833,121.5167,-2.63,97,100,3.18,overcast clouds,2022-02-05 00:12:38
251,Maningrida,AU,-12.0667,134.2667,82.87,73,98,8.41,overcast clouds,2022-02-05 00:12:38
252,Airai,TL,-8.9266,125.4092,68.16,73,85,1.77,overcast clouds,2022-02-05 00:02:55
253,Moron,AR,-34.6534,-58.6198,76.96,83,99,8.48,overcast clouds,2022-02-05 00:12:39
254,Saint Anthony,US,45.0205,-93.218,6.87,64,0,5.01,clear sky,2022-02-05 00:12:39
255,Coruripe,BR,-10.1256,-36.1756,78.94,75,4,10.63,clear sky,2022-02-05 00:12:39
256,Komsomolskiy,UZ,40.4272,71.7189,33.22,68,33,9.22,scattered clouds,2022-02-05 00:12:40
257,Tadine,NC,-21.55,167.8833,83.17,79,95,12.8,heavy intensity rain,2022-02-05 00:12:40
258,Portland,US,45.5234,-122.6762,51.37,87,100,1.01,overcast clouds,2022-02-05 00:12:40
259,Hojai,IN,26.0,92.8667,57.16,95,100,3.31,overcast clouds,2022-02-05 00:12:41
260,Port Moresby,PG,-9.4431,147.1797,84.31,66,76,10.76,broken clouds,2022-02-05 00:12:41
261,Trelew,AR,-43.249,-65.3051,59.13,66,70,19.37,broken clouds,2022-02-05 00:08:35
262,Shelburne,CA,44.0787,-80.2041,9.12,85,100,6.42,overcast clouds,2022-02-05 00:12:41
263,Sussex,US,41.1834,-74.6663,32.41,80,100,6.91,overcast clouds,2022-02-05 00:12:42
264,Pacific Grove,US,36.6177,-121.9166,68.58,53,0,4.0,clear sky,2022-02-05 00:10:10
265,Arcata,US,40.8665,-124.0828,58.75,80,0,1.01,clear sky,2022-02-05 00:12:42
266,Bramsche,DE,52.4,7.9833,40.01,93,83,17.27,broken clouds,2022-02-05 00:12:42
267,Hay River,CA,60.8156,-115.7999,-9.47,95,100,8.05,overcast clouds,2022-02-05 00:05:44
268,Pyay,MM,18.8167,95.2167,65.73,49,3,2.82,clear sky,2022-02-05 00:12:43
269,Dir,PK,35.2058,71.8756,31.23,35,0,8.39,clear sky,2022-02-05 00:12:43
270,Kawalu,ID,-7.3817,108.2082,74.46,90,98,1.9,overcast clouds,2022-02-05 00:11:44
271,Darab,IR,28.7519,54.5444,55.71,43,0,4.65,clear sky,2022-02-05 00:13:44
272,Devils Lake,US,48.1128,-98.8651,-7.62,75,100,4.0,overcast clouds,2022-02-05 00:13:44
273,Narsaq,GL,60.9167,-46.05,-1.8,60,11,13.82,few clouds,2022-02-05 00:13:44
274,Abalak,RU,58.1286,68.5944,17.87,96,100,4.76,overcast clouds,2022-02-05 00:13:45
275,Enugu,NG,6.4402,7.4943,75.38,17,0,4.65,clear sky,2022-02-05 00:13:45
276,San Vicente,AR,-26.6167,-54.1333,69.24,94,50,1.59,moderate rain,2022-02-05 00:13:45
277,Beloha,MG,-25.1667,45.05,74.59,87,47,15.99,scattered clouds,2022-02-05 00:13:46
278,Marina,US,36.6844,-121.8022,68.99,50,0,5.01,clear sky,2022-02-05 00:10:23
279,Te Anau,NZ,-45.4167,167.7167,58.87,46,24,4.05,few clouds,2022-02-05 00:13:42
280,Dharchula,IN,29.85,80.5333,31.32,74,6,9.37,clear sky,2022-02-05 00:13:46
281,Lavrentiya,RU,65.5833,-171.0,-6.18,77,0,7.72,clear sky,2022-02-05 00:13:47
282,Ostrovnoy,RU,68.0531,39.5131,10.44,88,100,19.1,overcast clouds,2022-02-05 00:11:41
283,Porbandar,IN,21.6422,69.6093,65.61,61,4,5.28,clear sky,2022-02-05 00:13:47
284,Vestmannaeyjar,IS,63.4427,-20.2734,33.53,66,100,29.26,overcast clouds,2022-02-05 00:13:47
285,Payakumbuh,ID,-0.2202,100.6308,68.99,97,100,1.79,overcast clouds,2022-02-05 00:13:48
286,Vila Franca Do Campo,PT,37.7167,-25.4333,60.19,75,100,10.09,overcast clouds,2022-02-05 00:13:48
287,Shimoda,JP,34.6667,138.95,43.11,62,22,28.79,few clouds,2022-02-05 00:13:48
288,Puerto Carreno,CO,6.189,-67.4859,85.37,52,89,3.96,overcast clouds,2022-02-05 00:13:49
289,Laguna,US,38.421,-121.4238,66.29,37,0,1.99,clear sky,2022-02-05 00:13:49
290,Baiao,BR,-2.7906,-49.6717,73.53,96,92,2.33,moderate rain,2022-02-05 00:13:49
291,Namatanai,PG,-3.6667,152.4333,84.42,69,100,9.8,overcast clouds,2022-02-05 00:13:49
292,Hualmay,PE,-11.0964,-77.6139,70.93,81,18,9.4,few clouds,2022-02-05 00:13:50
293,Bakonyszentlaszlo,HU,47.389,17.8032,38.5,89,67,4.7,broken clouds,2022-02-05 00:13:50
294,Avenal,US,36.0041,-120.129,68.29,23,0,3.78,clear sky,2022-02-05 00:13:50
295,Noumea,NC,-22.2763,166.4572,89.58,73,100,7.63,overcast clouds,2022-02-05 00:13:51
296,Westport,US,41.1415,-73.3579,34.81,92,100,1.01,overcast clouds,2022-02-05 00:11:37
297,Rongcheng,CN,30.634,117.8517,37.45,80,0,2.84,clear sky,2022-02-05 00:13:51
298,Sorland,NO,67.667,12.6934,31.03,71,55,27.22,broken clouds,2022-02-05 00:13:52
299,Saint-Augustin,CA,51.226,-58.6502,-4.94,84,100,9.06,overcast clouds,2022-02-05 00:13:52
300,Manyana,BW,-23.4,21.7167,72.18,64,25,2.84,light rain,2022-02-05 00:13:52
301,Sorong,ID,-0.8833,131.25,83.01,77,100,13.51,overcast clouds,2022-02-05 00:13:52
302,Duobao,CN,30.67,112.6895,36.97,71,5,5.57,clear sky,2022-02-05 00:13:53
303,Provideniya,RU,64.3833,-173.3,3.6,60,4,12.12,clear sky,2022-02-05 00:13:53
304,Kaduqli,SD,11.0167,29.7167,68.83,15,97,15.84,overcast clouds,2022-02-05 00:13:53
305,San Andres,CO,12.5847,-81.7006,80.22,74,13,13.53,few clouds,2022-02-05 00:13:54
306,Xuddur,SO,4.1213,43.8894,68.7,71,8,13.04,clear sky,2022-02-05 00:13:54
307,Llanes,ES,43.4198,-4.7549,54.9,92,91,10.85,overcast clouds,2022-02-05 00:13:54
308,Puerto Escondido,MX,15.85,-97.0667,80.13,63,0,4.27,clear sky,2022-02-05 00:13:55
309,Alasehir,TR,38.3508,28.5172,34.93,75,2,2.26,clear sky,2022-02-05 00:13:55
310,Tianpeng,CN,30.9866,103.9393,39.47,92,100,1.54,overcast clouds,2022-02-05 00:13:55
311,Aykhal,RU,66.0,111.5,-26.16,100,86,4.41,overcast clouds,2022-02-05 00:11:41
312,Ishigaki,JP,24.3448,124.1572,63.3,73,100,26.51,overcast clouds,2022-02-05 00:13:56
313,Alamosa,US,37.4695,-105.87,21.34,57,0,3.44,clear sky,2022-02-05 00:13:56
314,Aksu,CN,41.1231,80.2644,26.37,65,97,6.26,overcast clouds,2022-02-05 00:13:57
315,Dunedin,NZ,-45.8742,170.5036,57.79,53,100,8.01,overcast clouds,2022-02-05 00:13:57
316,Cap Malheureux,MU,-19.9842,57.6142,79.47,83,90,5.99,overcast clouds,2022-02-05 00:13:57
317,Luganville,VU,-15.5333,167.1667,80.17,84,100,3.69,overcast clouds,2022-02-05 00:13:58
318,Tautira,PF,-17.7333,-149.15,84.22,76,27,15.32,light rain,2022-02-05 00:13:58
319,Limoges,FR,45.75,1.3333,44.24,93,100,10.36,light intensity drizzle,2022-02-05 00:11:51
320,Camocim,BR,-2.9022,-40.8411,77.92,86,81,11.65,broken clouds,2022-02-05 00:14:30
321,Kohlu,PK,29.8962,69.252,45.03,30,0,1.79,clear sky,2022-02-05 00:14:59
322,Northam,GB,51.0333,-4.2167,45.61,71,39,14.45,scattered clouds,2022-02-05 00:14:59
323,Cacu,BR,-18.5567,-51.1308,74.1,77,82,3.78,heavy intensity rain,2022-02-05 00:14:59
324,Desbiens,CA,48.4178,-71.9495,-3.35,94,87,4.97,overcast clouds,2022-02-05 00:14:59
325,Constitucion,CL,-35.3333,-72.4167,60.98,82,12,14.79,few clouds,2022-02-05 00:15:00
326,Cidreira,BR,-30.1811,-50.2056,72.82,93,99,6.33,overcast clouds,2022-02-05 00:15:00
327,Roebourne,AU,-20.7833,117.1333,88.5,60,77,11.61,broken clouds,2022-02-05 00:15:00
328,Hinton,CA,53.4001,-117.5857,31.95,87,100,5.82,overcast clouds,2022-02-05 00:15:01
329,Zilupe,LV,56.3862,28.1217,17.53,90,78,12.12,broken clouds,2022-02-05 00:15:01
330,Broken Hill,AU,-31.95,141.4333,74.14,40,85,18.03,overcast clouds,2022-02-05 00:15:02
331,Mutsu,JP,41.2894,141.2169,26.01,100,75,5.75,broken clouds,2022-02-05 00:15:02
332,Slave Lake,CA,55.2834,-114.769,3.18,85,100,5.75,overcast clouds,2022-02-05 00:15:02
333,Mahebourg,MU,-20.4081,57.7,79.25,86,100,18.81,light rain,2022-02-05 00:15:03
334,Ancud,CL,-41.8697,-73.8203,61.43,82,81,2.39,broken clouds,2022-02-05 00:15:03
335,Leshukonskoye,RU,64.8989,45.7622,-10.05,100,100,3.15,overcast clouds,2022-02-05 00:15:03
336,Riyadh,SA,24.6877,46.7219,68.14,54,45,13.89,scattered clouds,2022-02-05 00:12:36
337,Minsk,BY,53.9,27.5667,22.75,96,97,11.65,overcast clouds,2022-02-05 00:11:02
338,Sirjan,IR,29.452,55.6814,50.13,37,0,9.15,clear sky,2022-02-05 00:15:04
339,Neiafu,TO,-18.65,-173.9833,80.69,80,100,20.98,light rain,2022-02-05 00:11:46
340,Klaksvik,FO,62.2266,-6.589,36.52,53,90,31.07,overcast clouds,2022-02-05 00:15:04
341,Ahipara,NZ,-35.1667,173.1667,78.1,72,81,16.58,light rain,2022-02-05 00:15:05
342,Carutapera,BR,-1.195,-46.02,75.94,94,99,5.23,light rain,2022-02-05 00:15:05
343,Eyl,SO,7.9803,49.8164,69.69,69,11,7.96,few clouds,2022-02-05 00:15:05
344,Lenger,KZ,42.183,69.8839,26.04,23,41,6.55,scattered clouds,2022-02-05 00:15:06
345,Cananeia,BR,-25.0147,-47.9267,76.86,90,95,4.16,moderate rain,2022-02-05 00:15:06
346,Swan Hill,AU,-35.3378,143.5544,75.83,32,71,13.0,broken clouds,2022-02-05 00:14:25
347,Inta,RU,66.0317,60.1659,3.6,98,98,6.29,overcast clouds,2022-02-05 00:15:06
348,Mut,TR,36.6439,33.4389,33.31,73,9,9.82,clear sky,2022-02-05 00:15:07
349,Kamina,CD,-8.7386,24.9906,59.29,96,91,1.01,overcast clouds,2022-02-05 00:15:07
350,Torbay,CA,47.6666,-52.7314,32.76,96,100,10.36,snow,2022-02-05 00:15:07
351,Sabang,ID,5.8933,95.3214,81.93,73,85,16.24,overcast clouds,2022-02-05 00:15:08
352,Nanortalik,GL,60.1432,-45.2371,11.55,70,100,38.39,overcast clouds,2022-02-05 00:05:40
353,Karatau,KZ,43.1667,70.4667,25.5,90,23,2.28,few clouds,2022-02-05 00:15:08
354,Huty,UA,50.1332,35.3439,9.48,99,90,5.14,overcast clouds,2022-02-05 00:15:09
355,Pasinler,TR,39.9803,41.6764,25.79,95,100,4.36,light snow,2022-02-05 00:15:09
356,Yumen,CN,40.2833,97.2,14.65,39,100,12.88,overcast clouds,2022-02-05 00:15:09
357,Storforshei,NO,66.4043,14.5233,15.58,92,65,8.19,light snow,2022-02-05 00:15:10
358,Vao,NC,-22.6667,167.4833,80.17,87,100,17.67,overcast clouds,2022-02-05 00:15:10
359,Port Lincoln,AU,-34.7333,135.8667,69.62,69,83,13.29,broken clouds,2022-02-05 00:15:10
360,Bani Walid,LY,31.7566,13.9942,54.18,30,1,10.27,clear sky,2022-02-05 00:15:11
